Brand,Date,Day,Index,Beverage,Beer,Wine,Liquor,Miscellaneous1,Retail Sales,Food Supplies,Labor,Cash Flow,Ordered,Quantity,Unit Cost,Ext Value,Extra_0,Extra_1,Extra_2,Extra_3,Extra_4,Extra_5,Extra_6,Extra_7,Extra_8,Extra_9,Extra_10,Extra_11,Extra_12,Extra_13,Extra_14,Extra_15,Extra_16,Extra_17,Extra_18,Extra_19,Extra_20,Extra_21
Ketel One Vodka 1L,1.0,105,105,2549,267645,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Skyy Infusion Citrus Vodka 1L,1.0,05,05,1474,737,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Stoli strawberry 1L,1.0,08,08,2195,1756,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Stoli Vanil 1L,1.0,325,325,2125,690625,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Stolichnaya Vodka 1L,1.0,385,385,1999,769615,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Taaka Vodka 1L,1.0,161,161,555,89355,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Titos Handmade Vodka 1L,1.0,42,42,213,8946,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , 
LiquorVodka Subtotal,1.0,3471,3471,725424,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Liquor Total,1.0,26506,26506,6416042489,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Diet Pepsi BIB 5gal,1.0,39,39,995,38805,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Dr Pepper BIB 5gal,1.0,385,385,995,383075,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Mountain Dew BIB 5gal,1.0,57,57,995,56715,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Mug Root Beer BIB 5gal,1.0,37,37,995,36815,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Pepsi BIB 5gal,1.0,32,32,995,3184,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Red Bull 250ml,1.0,35,35,163,5705,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Red Bull Blue Edition 84oz,1.0,9,9,175,1575,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Red Bull Coconut 84oz,1.0,24,24,163,3912,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Red Bull Sugar Free 250ml,1.0,27,27,175,4725,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Red Bull Watermelon 84oz,1.0,21,21,163,3423,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Sierra Mist BIB 5gal,1.0,255,255,995,253725,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , 
NA BevNA Bev Subtotal,1.0,1389,1389,247195,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
NA Bev Total,1.0,1389,1389,247195,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
High,Noon grapefruit 12oz,1.0,oz,70,70,214,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , 
High Noon Pineapple 12oz,1.0,2,2,214,428,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , 
RTD Drinks Total,1.0,72,72,15408,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Korbel Brut 375ml,1.0,18,18,3,54,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , 
WineChampagne Subtotal,1.0,18,18,54,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Angeline Cabernet Sauvignon,1.0,2,2,5,10,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Sutter Home Cabernet Sauvignon,1.0,555,555,525,291375,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Sutter Home Signature Series California Merlot,1.0,105,105,525,55125,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , 
WineRed Subtotal,1.0,1805,1805,942625,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Angeline Chardonnay,1.0,751,751,5,3755,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Angeline Rosé of Pinot Noir,1.0,92,92,5,46,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Sutter Home Chardonnay,1.0,13,13,525,6825,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Sutter Home Moscato,1.0,5,5,525,2625,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Sutter Home Pinot Grigio,1.0,31,31,525,16275,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Sutter Home White Zinfandel,1.0,515,515,525,270375,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Vietti Moscato dAsti Cascinetta,1.0,025,025,8,2,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , 
WineWhite Subtotal,1.0,4321,4321,2233625,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Wine Total,1.0,7926,7926,371625,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Grand Totals,1.0,168452,168452,11997344989,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Unnamed 0,LOCATION NAME,Unnamed 2 Unnamed 3,1.0,Unnamed 10,Unnamed 11,Unnamed 12,Unnamed 13,Miscellaneous,Unnamed 17 Unnamed 18 Unnamed 19,Unnamed 20 Unnamed 21,FLASH REPORT,Unnamed 23 Unnamed 24,Unnamed 25 Unnamed 26 Unnamed 27 20231201 000000 Unnamed 29 Unnamed 30 Unnamed 31, , , , , , , , , , , , , , , , , , , , , , , , ,0
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,EXPENSES,COSTS,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
DATE,DAY,1.0,BEVERAGE,32 Beer,Strong Beer,WINE,Miscellaneous,RETAIL SALES,TOTAL SALES,SUPPLIES,REC,NA BEV,REC,32 BEER,REC,Strong Beer,REC,WINE,REC,LIQUOR,REC,FOOD,REC,MISC,HOURLY LABOR,SALARY,TAXES AND BENS,NA BEV,32 BEER,STRONG BEER,WINE,LIQUOR,FOOD,SUPPLIES,LABOR,CASH FLOW,0,0
20231201 000000,20231201 000000,1.0,99813,46485,12463,208516,Miscellaneous,2072611,21795,7603,578597,451613,495513,176781,672294,1091428,0,0,0,0,0356255,0010575,0240418,1934886,0,0,0,0, , , , , , , , , , 
20231202 000000,20231202 000000,1.0,121282,1328,5705,149645,Miscellaneous,2065046,2538,451613,487381,176781,664162,0,0,0,0,0,0,0001229,0236064,8798878,0,0,0,0, , , , , , , , , , , , 
20231203 000000,20231203 000000,1.0,68061,83,9413,5379,Miscellaneous,1403124,1923264,451613,412737,176781,589518,0,0,0,0,0,0,1375314,0295146,16249288,0,0,0,0, , , , , , , , , , , , 
20231204 000000,20231204 000000,1.0,313,581,5557,34609,Miscellaneous,873921,91691,1151888,451613,401467,176781,578248,0,0,0,0,0,1518808,010536,0461315,14609988,0,0,0,0, , , , , , , , , , , 
20231205 000000,20231205 000000,1.0,3437,83,10034,32115,Miscellaneous,871774,94735,25288,152632,74564,279,146172,451613,388381,176781,565162,0696639,444085,89836145,2780546,4551518,0,0109449,0448703,7290192,0,0,0,0, , , , , , , 
20231206 000000,20231206 000000,1.0,34308,249,6677,44978,Miscellaneous,861805,75399,678816,451613,39929,176781,576071,0,0,0,0,0,093221,0088092,0466508,9835941,0,0,0,0, , , , , , , , , , , 
20231207 000000,20231207 000000,1.0,55697,498,4022,57138,Miscellaneous,993807,39127,451613,369405,176781,546186,0,0,0,0,0,0,0039822,0375965,1089926,0,0,0,0, , , , , , , , , , , , 
20231208 000000,20231208 000000,1.0,71881,1162,7133,115359,Miscellaneous,1497763,20619,4411,863268,451613,470051,176781,646832,0632855,0,0,0,0,0711755,0013852,0315775,6025602,0,0,0,0, , , , , , , , , , 
20231209 000000,20231209 000000,1.0,150293,1328,7712,234761,Miscellaneous,2274017,451613,452536,176781,629317,0,0,0,0,0,0,0,0199637,11229293,0,0,0,0, , , , , , , , , , , , , 
20231210 000000,20231210 000000,1.0,98731,83,1161,138746,Miscellaneous,155021,451613,412719,176781,5895,0,0,0,0,0,0,0,0267392,443437,0,0,0,0, , , , , , , , , , , , , 
20231211 000000,20231211 000000,1.0,38412,166,4106,40522,Miscellaneous,934274,106449,858843,451613,378113,176781,554894,0,0,0,0,0,1069839,0114366,0406233,10965104,0,0,0,0, , , , , , , , , , , 
20231212 000000,20231212 000000,1.0,29231,249,34,54128,Miscellaneous,1071708,44353,451613,362566,176781,539347,0,0,0,0,0,0,0042009,0343408,334587,0,0,0,0, , , , , , , , , , , , 
20231213 000000,20231213 000000,1.0,42084,415,1825,41019,Miscellaneous,864018,43092,12644,69076,65384,15625,77417,775784,451613,371627,176781,548408,0305411,1641384,15755181,8561644,1887345,1067017,0050251,0433366,12563468,0,0,0,0, , , , , , 
20231214 000000,20231214 000000,1.0,70137,581,5805,84178,Miscellaneous,1201011,64724,451613,378135,176781,554916,0,0,0,0,0,0,0054758,0319913,552484,0,0,0,0, , , , , , , , , , , , 
20231215 000000,20231215 000000,1.0,91153,913,7837,79982,Miscellaneous,1433585,3276,75255,800223,451613,410011,176781,586792,1346508,0,0,0,0,0677357,0002298,028765,5504572,0,0,0,0, , , , , , , , , , 
20231216 000000,20231216 000000,1.0,117793,996,9081,132466,Miscellaneous,1936827,451613,417066,176781,593847,0,0,0,0,0,0,0,0215885,8270443,0,0,0,0, , , , , , , , , , , , , 
20231217 000000,20231217 000000,1.0,75996,1494,13563,88508,Miscellaneous,1381208,451613,388813,176781,565594,0,0,0,0,0,0,0,0283295,2986986,0,0,0,0, , , , , , , , , , , , , 
20231218 000000,20231218 000000,1.0,57284,332,13427,59737,Miscellaneous,1189031,117316,5728,1104,66964,213,85982,962777,451613,3715,176781,548281,0109732,192724,2016988,1586356,1439342,0964583,0099076,0313741,12410931,0,0,0,0, , , , , , 
20231219 000000,20231219 000000,1.0,55638,249,8566,57082,Miscellaneous,1079958,44354,451613,401248,176781,578029,0,0,0,0,0,0,0041546,037585,642229,0,0,0,0, , , , , , , , , , , , 
20231220 000000,20231220 000000,1.0,43706,249,6847,57716,Miscellaneous,1127112,73511,794315,451613,405843,176781,582624,0,0,0,0,0,0829056,0065547,0361872,8388164,0,0,0,0, , , , , , , , , , , 
20231221 000000,20231221 000000,1.0,42469,747,2861,64001,Miscellaneous,1095271,451613,365142,176781,541923,0,0,0,0,0,0,0,0335157,417377,0,0,0,0, , , , , , , , , , , , , 
20231222 000000,20231222 000000,1.0,65976,415,2935,117601,Miscellaneous,1250812,94384,1147328,451613,423022,176781,599803,0,0,0,0,0,1134413,0075108,0336628,10964613,0,0,0,0, , , , , , , , , , , 
20231223 000000,20231223 000000,1.0,81013,747,8225,94733,Miscellaneous,1435423,451613,397539,176781,57432,0,0,0,0,0,0,0,0277946,34691,0,0,0,0, , , , , , , , , , , , , 
20231224 000000,20231224 000000,1.0,66868,1162,5902,87887,Miscellaneous,1382036,451613,379658,176781,556439,0,0,0,0,0,0,0,0275328,3152321,0,0,0,0, , , , , , , , , , , , , 
20231225 000000,20231225 000000,1.0,12449,498,10099,153923,Miscellaneous,2281944,22931,20468,124486,25668,20225,87479,451613,602024,176781,778805,0173605,0999968,5154217,2002674,056833,0,0010068,026433,6679935,0,0,0,0, , , , , , , 
20231226 000000,20231226 000000,1.0,94451,581,12067,140534,Miscellaneous,1927219,104209,726613,451613,412083,176781,588864,0,0,0,0,0,0459822,0054281,0214649,103844,0,0,0,0, , , , , , , , , , , 
20231227 000000,20231227 000000,1.0,129359,996,10784,135203,Miscellaneous,2245904,57628,7603,910404,451613,441213,176781,617994,0716048,0,0,0,0,0493411,0025766,0197269,611396,0,0,0,0, , , , , , , , , , 
20231228 000000,20231228 000000,1.0,135269,664,9385,143077,Miscellaneous,2426757,171644,451613,520191,176781,696972,0,0,0,0,0,0,0071126,0215558,10232998,0,0,0,0, , , , , , , , , , , , 
20231229 000000,20231229 000000,1.0,13592,110284,13316,239389,Miscellaneous,295312,65368,1419707,451613,53609,176781,712871,0,0,0,0,0,0635403,0022988,018853,1226869,0,0,0,0, , , , , , , , , , , 
20231230 000000,20231230 000000,1.0,148007,1328,27607,231465,Miscellaneous,2945118,451613,537448,176781,714229,0,0,0,0,0,0,0,0182862,17018201,0,0,0,0, , , , , , , , , , , , , 
20231231 000000,20231231 000000,1.0,151197,913,19689,242804,Miscellaneous,3054971,451613,474662,176781,651443,0,0,0,0,0,0,0,0155436,18855407,0,0,0,0, , , , , , , , , , , , , 
Totals,1.0,1998714,926084,267204,3415612,Miscellaneous,49681385,3282407,335553,456594,23258,8505,39705,11668563,14000003,13263474,5480211,18743685,0158762,0228444,0251144,0318296,0116246,0287092,0066492,0268681,17107505,0,0,0,0, , , , , , , 
1.0,Miscellaneous,BEV,32 BEER,S BEER,WINE,LIQ,FOOD,SUPPLIES,LABOR,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , 
Beginning Inventories,1.0,Miscellaneous,Ending Inventories,Difference,ADJ COSTS,0158762,0216806,0226027,0318296,0116246,0278153,0066492,0268681,0,0,0,0, , , , , , , , , , , , , , , , , , , , , 
Beverage,1.0,Miscellaneous,247195,Beverage,0,BUDGETED COSTS,05,025,025,03,016,032,005,025,0,0,0,0, , , , , , , , , , , , , , , , , , , , 
32 Beer,1.0,Miscellaneous,92286,32 Beer,2326,DIFFERENCE,0341238,0033194,0023973,0018296,0043754,0041847,0016492,0018681,0,0,0,0, , , , , , , , , , , , , , , , , , , , 
Str Beer,1.0,Miscellaneous,Str Beer,112528,Str Beer,49307,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Wine,1.0,Miscellaneous,37163,Wine,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Liquor,1.0,Miscellaneous,641604,Liquor,0,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Food,1.0,Miscellaneous,3187208,Food,363344,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
Traditions 2 Profit Center,Toby Keiths Bar,Grill 27,1.0, , , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
Grill27, , ,1.0, , , , ,Miscellaneous, , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,0
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
1.0,Miscellaneous,0,0,0,0, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
